polygon wkt,period,numSamples,abundanceType,auto_and_mix_dinos,carniv_zoo,ciliates,copepods,crustacean,diatom,dinoflagellate,fish_larvae,gelatinous,holoplankton,lg_copepods,lg_phyto,meroplankton,non_carniv_zoo,pelagic_diatoms,phytoplankton,potentially_toxic/nuisance_diatoms,potentially_toxic/nuisance_dinos,sm_copepods,sm_phyto,tychopelagic_diatoms,taxa used
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1961-11,3,ind/3m^3,n/a,n/a,n/a,113.0,113.333,n/a,n/a,n/a,n/a,113.333,13.0,n/a,n/a,113.333,n/a,n/a,n/a,n/a,33.333,n/a,n/a,"{""copepods"": [""Acartia spp. (unidentified)"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Calanus helgolandicus""], ""non_carniv_zoo"": [""Acartia spp. (unidentified)"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1961-12,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1962-01,3,ind/3m^3,n/a,0.333,n/a,44.667,47.0,n/a,n/a,n/a,n/a,47.333,28.0,n/a,n/a,47.0,n/a,n/a,n/a,n/a,16.667,n/a,n/a,"{""carniv_zoo"": [""Chaetognatha eyecount""], ""copepods"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Oithona spp.""], ""crustacean"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Oithona spp.""], ""holoplankton"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Oithona spp."", ""Chaetognatha eyecount""], ""lg_copepods"": [""Calanus finmarchicus"", ""Metridia lucens""], ""non_carniv_zoo"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Oithona spp.""], ""sm_copepods"": [""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1962-02,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1962-03,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1962-04,3,ind/3m^3,n/a,n/a,n/a,615.0,615.333,195000.0,n/a,0.667,n/a,615.333,531.667,15000.0,n/a,616.0,190000.0,195000.0,n/a,n/a,66.667,n/a,5000.0,"{""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Thalassiothrix longissima"", ""Thalassionema nitzschioides"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Odontella aurita""], ""fish_larvae"": [""Fish eggs (Total)""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus""], ""lg_phyto"": [""Thalassiothrix longissima"", ""Thalassionema nitzschioides"", ""Odontella aurita""], ""non_carniv_zoo"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Fish eggs (Total)"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Thalassiothrix longissima"", ""Thalassionema nitzschioides"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp.""], ""phytoplankton"": [""Thalassiothrix longissima"", ""Thalassionema nitzschioides"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Odontella aurita""], ""sm_copepods"": [""Acartia spp. (unidentified)""], ""tychopelagic_diatoms"": [""Odontella aurita""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1962-05,4,ind/3m^3,43750.0,38.75,n/a,2099.5,2176.25,248750.0,43750.0,1.0,n/a,2214.75,1024.5,241250.0,87.5,2264.5,248750.0,292500.0,n/a,n/a,412.5,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium tripos"", ""Ceratium horridum"", ""Ceratium macroceros"", ""Ceratium fusus""], ""carniv_zoo"": [""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Calanus helgolandicus"", ""Hyperiidea (Total)"", ""Evadne spp."", ""Para-Pseudocalanus spp.""], ""diatom"": [""Rhizosolenia imbricata"", ""Chaetoceros(Hyalochaete) spp."", ""Proboscia alata"", ""Fragilaria spp."", ""Thalassiosira spp."", ""Proboscia inermis"", ""Thalassionema nitzschioides"", ""Pseudo-nitzschia seriata complex"", ""Rhizosolenia hebetata semispina"", ""Pseudo-nitzschia delicatissima complex"", ""Rhizosolenia styliformis""], ""dinoflagellate"": [""Ceratium tripos"", ""Ceratium horridum"", ""Ceratium macroceros"", ""Ceratium fusus""], ""fish_larvae"": [""Fish eggs (Total)"", ""Fish larvae""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Calanus helgolandicus"", ""Hyperiidea (Total)"", ""Evadne spp."", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Calanus helgolandicus""], ""lg_phyto"": [""Rhizosolenia imbricata"", ""Ceratium tripos"", ""Ceratium horridum"", ""Ceratium macroceros"", ""Proboscia alata"", ""Fragilaria spp."", ""Ceratium fusus"", ""Proboscia inermis"", ""Thalassionema nitzschioides"", ""Pseudo-nitzschia seriata complex"", ""Rhizosolenia hebetata semispina"", ""Pseudo-nitzschia delicatissima complex"", ""Rhizosolenia styliformis""], ""meroplankton"": [""Echinoderm larvae""], ""non_carniv_zoo"": [""Echinoderm larvae"", ""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Fish eggs (Total)"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Fish larvae"", ""Calanus helgolandicus"", ""Evadne spp."", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Rhizosolenia imbricata"", ""Chaetoceros(Hyalochaete) spp."", ""Proboscia alata"", ""Fragilaria spp."", ""Thalassiosira spp."", ""Proboscia inermis"", ""Thalassionema nitzschioides"", ""Pseudo-nitzschia seriata complex"", ""Rhizosolenia hebetata semispina"", ""Pseudo-nitzschia delicatissima complex"", ""Rhizosolenia styliformis""], ""phytoplankton"": [""Ceratium tripos"", ""Chaetoceros(Hyalochaete) spp."", ""Proboscia alata"", ""Thalassiosira spp."", ""Ceratium fusus"", ""Thalassionema nitzschioides"", ""Pseudo-nitzschia delicatissima complex"", ""Rhizosolenia styliformis"", ""Rhizosolenia imbricata"", ""Ceratium horridum"", ""Ceratium macroceros"", ""Fragilaria spp."", ""Proboscia inermis"", ""Pseudo-nitzschia seriata complex"", ""Rhizosolenia hebetata semispina""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1962-06,3,ind/3m^3,240000.0,16.667,n/a,723.0,786.0,35000.0,240000.0,1.0,n/a,802.0,323.0,265000.0,134.0,920.333,35000.0,275000.0,n/a,n/a,100.0,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium tripos"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium macroceros"", ""Ceratium furca"", ""Ceratium fusus""], ""carniv_zoo"": [""Thecosomata (North Atlantic)""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Decapoda larvae (Total)"", ""Evadne spp."", ""Para-Pseudocalanus spp.""], ""diatom"": [""Rhizosolenia imbricata"", ""Chaetoceros(Hyalochaete) spp."", ""Pseudo-nitzschia seriata complex"", ""Proboscia alata"", ""Rhizosolenia hebetata semispina""], ""dinoflagellate"": [""Ceratium tripos"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium macroceros"", ""Ceratium furca"", ""Ceratium fusus""], ""fish_larvae"": [""Fish eggs (Total)"", ""Fish larvae""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Evadne spp."", ""Thecosomata (North Atlantic)"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus""], ""lg_phyto"": [""Ceratium tripos"", ""Rhizosolenia imbricata"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium macroceros"", ""Ceratium furca"", ""Ceratium fusus"", ""Proboscia alata"", ""Pseudo-nitzschia seriata complex"", ""Rhizosolenia hebetata semispina""], ""meroplankton"": [""Echinoderm larvae"", ""Bivalvia larvae"", ""Decapoda larvae (Total)""], ""non_carniv_zoo"": [""Acartia spp. (unidentified)"", ""Bivalvia larvae"", ""Calanus I-IV"", ""Fish eggs (Total)"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Echinoderm larvae"", ""Fish larvae"", ""Decapoda larvae (Total)"", ""Evadne spp."", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Rhizosolenia imbricata"", ""Chaetoceros(Hyalochaete) spp."", ""Pseudo-nitzschia seriata complex"", ""Proboscia alata"", ""Rhizosolenia hebetata semispina""], ""phytoplankton"": [""Ceratium tripos"", ""Chaetoceros(Hyalochaete) spp."", ""Ceratium fusus"", ""Proboscia alata"", ""Rhizosolenia imbricata"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium macroceros"", ""Ceratium furca"", ""Pseudo-nitzschia seriata complex"", ""Rhizosolenia hebetata semispina""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1962-07,2,ind/3m^3,32500.0,50.0,n/a,360.0,415.5,32500.0,32500.0,0.5,n/a,465.0,310.0,65000.0,25.5,441.0,32500.0,65000.0,n/a,n/a,25.0,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium macroceros"", ""Ceratium furca""], ""carniv_zoo"": [""Thecosomata (North Atlantic)""], ""copepods"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Proboscia alata"", ""Thalassionema nitzschioides""], ""dinoflagellate"": [""Ceratium macroceros"", ""Ceratium furca""], ""fish_larvae"": [""Fish eggs (Total)""], ""holoplankton"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Thecosomata (North Atlantic)"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus""], ""lg_phyto"": [""Thalassionema nitzschioides"", ""Ceratium macroceros"", ""Ceratium furca"", ""Proboscia alata""], ""meroplankton"": [""Echinoderm larvae"", ""Decapoda larvae (Total)""], ""non_carniv_zoo"": [""Echinoderm larvae"", ""Fish eggs (Total)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Proboscia alata"", ""Thalassionema nitzschioides""], ""phytoplankton"": [""Thalassionema nitzschioides"", ""Ceratium macroceros"", ""Ceratium furca"", ""Proboscia alata""], ""sm_copepods"": [""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1962-08,3,ind/3m^3,158333.333,16.667,n/a,200.0,217.667,536666.667,158333.333,n/a,n/a,233.667,16.667,685000.0,217.333,434.333,536666.667,695000.0,n/a,n/a,166.667,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium tripos"", ""Ceratium macroceros"", ""Ceratium furca"", ""Ceratium fusus""], ""carniv_zoo"": [""Thecosomata (North Atlantic)""], ""copepods"": [""Calanus I-IV"", ""Oithona spp."", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Calanus I-IV"", ""Oithona spp."", ""Euphausiacea Total"", ""Decapoda larvae (Total)"", ""Evadne spp."", ""Para-Pseudocalanus spp.""], ""diatom"": [""Thalassiosira spp."", ""Chaetoceros(Hyalochaete) spp."", ""Proboscia alata"", ""Pseudo-nitzschia delicatissima complex""], ""dinoflagellate"": [""Ceratium tripos"", ""Ceratium macroceros"", ""Ceratium furca"", ""Ceratium fusus""], ""holoplankton"": [""Calanus I-IV"", ""Oithona spp."", ""Euphausiacea Total"", ""Evadne spp."", ""Thecosomata (North Atlantic)"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV""], ""lg_phyto"": [""Ceratium tripos"", ""Ceratium macroceros"", ""Ceratium furca"", ""Ceratium fusus"", ""Proboscia alata"", ""Pseudo-nitzschia delicatissima complex""], ""meroplankton"": [""Echinoderm larvae"", ""Decapoda larvae (Total)""], ""non_carniv_zoo"": [""Echinoderm larvae"", ""Calanus I-IV"", ""Oithona spp."", ""Euphausiacea Total"", ""Decapoda larvae (Total)"", ""Evadne spp."", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Thalassiosira spp."", ""Chaetoceros(Hyalochaete) spp."", ""Proboscia alata"", ""Pseudo-nitzschia delicatissima complex""], ""phytoplankton"": [""Ceratium tripos"", ""Ceratium macroceros"", ""Ceratium furca"", ""Chaetoceros(Hyalochaete) spp."", ""Ceratium fusus"", ""Proboscia alata"", ""Thalassiosira spp."", ""Pseudo-nitzschia delicatissima complex""], ""sm_copepods"": [""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1962-09,3,ind/3m^3,43333.333,17.667,n/a,132.333,146.333,21666.667,43333.333,n/a,n/a,163.667,65.667,65000.0,0.333,146.333,21666.667,65000.0,n/a,n/a,66.667,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium tripos"", ""Ceratium fusus"", ""Ceratium macroceros""], ""carniv_zoo"": [""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""copepods"": [""Calanus I-IV"", ""Oithona spp."", ""Metridia lucens"", ""Calanus finmarchicus"", ""Temora longicornis""], ""crustacean"": [""Calanus I-IV"", ""Oithona spp."", ""Metridia lucens"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Temora longicornis"", ""Decapoda larvae (Total)""], ""diatom"": [""Proboscia alata"", ""Pseudo-nitzschia delicatissima complex""], ""dinoflagellate"": [""Ceratium tripos"", ""Ceratium fusus"", ""Ceratium macroceros""], ""holoplankton"": [""Calanus I-IV"", ""Oithona spp."", ""Metridia lucens"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Temora longicornis"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens""], ""lg_phyto"": [""Ceratium tripos"", ""Ceratium fusus"", ""Ceratium macroceros"", ""Proboscia alata"", ""Pseudo-nitzschia delicatissima complex""], ""meroplankton"": [""Decapoda larvae (Total)""], ""non_carniv_zoo"": [""Calanus I-IV"", ""Oithona spp."", ""Metridia lucens"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Temora longicornis"", ""Decapoda larvae (Total)""], ""pelagic_diatoms"": [""Proboscia alata"", ""Pseudo-nitzschia delicatissima complex""], ""phytoplankton"": [""Ceratium tripos"", ""Ceratium fusus"", ""Ceratium macroceros"", ""Proboscia alata"", ""Pseudo-nitzschia delicatissima complex""], ""sm_copepods"": [""Temora longicornis"", ""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1962-10,3,ind/3m^3,n/a,17.0,n/a,11.0,13.0,10000.0,n/a,n/a,n/a,29.667,11.0,5000.0,n/a,12.667,10000.0,10000.0,n/a,n/a,n/a,n/a,n/a,"{""carniv_zoo"": [""Hyperiidea (Total)"", ""Thecosomata (North Atlantic)""], ""copepods"": [""Calanus finmarchicus"", ""Metridia lucens""], ""crustacean"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Hyperiidea (Total)""], ""diatom"": [""Thalassiosira spp."", ""Corethron hystrix""], ""holoplankton"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Hyperiidea (Total)"", ""Thecosomata (North Atlantic)""], ""lg_copepods"": [""Calanus finmarchicus"", ""Metridia lucens""], ""lg_phyto"": [""Corethron hystrix""], ""non_carniv_zoo"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total""], ""pelagic_diatoms"": [""Thalassiosira spp."", ""Corethron hystrix""], ""phytoplankton"": [""Thalassiosira spp."", ""Corethron hystrix""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1962-11,5,ind/3m^3,3000.0,41.8,n/a,70.2,74.2,n/a,3000.0,n/a,n/a,115.0,30.2,3000.0,n/a,73.2,n/a,3000.0,n/a,n/a,40.0,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium macroceros""], ""carniv_zoo"": [""Clione limacina"", ""Candacia armata"", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Candacia armata"", ""Oithona spp."", ""Centropages typicus""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Candacia armata"", ""Oithona spp."", ""Centropages typicus"", ""Hyperiidea (Total)""], ""dinoflagellate"": [""Ceratium macroceros""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Candacia armata"", ""Oithona spp."", ""Clione limacina"", ""Centropages typicus"", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Candacia armata""], ""lg_phyto"": [""Ceratium macroceros""], ""non_carniv_zoo"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Oithona spp."", ""Centropages typicus""], ""phytoplankton"": [""Ceratium macroceros""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Oithona spp."", ""Centropages typicus""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1962-12,4,ind/3m^3,7500.0,n/a,n/a,13.25,13.25,n/a,7500.0,n/a,n/a,13.25,0.75,7500.0,n/a,13.25,n/a,7500.0,n/a,n/a,12.5,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium macroceros"", ""Ceratium furca""], ""copepods"": [""Oithona spp."", ""Calanus finmarchicus""], ""crustacean"": [""Oithona spp."", ""Calanus finmarchicus""], ""dinoflagellate"": [""Ceratium macroceros"", ""Ceratium furca""], ""holoplankton"": [""Oithona spp."", ""Calanus finmarchicus""], ""lg_copepods"": [""Calanus finmarchicus""], ""lg_phyto"": [""Ceratium macroceros"", ""Ceratium furca""], ""non_carniv_zoo"": [""Oithona spp."", ""Calanus finmarchicus""], ""phytoplankton"": [""Ceratium macroceros"", ""Ceratium furca""], ""sm_copepods"": [""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1963-01,6,ind/3m^3,n/a,8.833,n/a,57.5,59.167,n/a,n/a,0.167,n/a,67.667,40.833,n/a,n/a,59.0,n/a,n/a,n/a,n/a,16.667,n/a,n/a,"{""carniv_zoo"": [""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Oithona spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Oithona spp."", ""Hyperiidea (Total)""], ""fish_larvae"": [""Fish larvae""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Oithona spp."", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens""], ""non_carniv_zoo"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Oithona spp."", ""Fish larvae""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1963-02,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1963-03,2,ind/3m^3,n/a,n/a,n/a,50.5,50.5,70000.0,n/a,n/a,n/a,50.5,25.5,22500.0,n/a,50.5,62500.0,70000.0,n/a,n/a,25.0,7500.0,7500.0,"{""copepods"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus""], ""crustacean"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus""], ""diatom"": [""Skeletonema costatum"", ""Thalassionema nitzschioides"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Asterionellopsis glacialis"", ""Odontella aurita""], ""holoplankton"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus""], ""lg_phyto"": [""Asterionellopsis glacialis"", ""Thalassionema nitzschioides"", ""Odontella aurita""], ""non_carniv_zoo"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus""], ""pelagic_diatoms"": [""Skeletonema costatum"", ""Thalassionema nitzschioides"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Asterionellopsis glacialis""], ""phytoplankton"": [""Skeletonema costatum"", ""Thalassionema nitzschioides"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Asterionellopsis glacialis"", ""Odontella aurita""], ""potentially_toxic/nuisance_diatoms"": [""Skeletonema costatum""], ""sm_copepods"": [""Oithona spp.""], ""sm_phyto"": [""Skeletonema costatum""], ""tychopelagic_diatoms"": [""Odontella aurita""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1963-04,3,ind/3m^3,n/a,1.667,n/a,307.333,307.667,716666.667,n/a,0.667,n/a,309.333,190.667,26666.667,n/a,308.333,716666.667,716666.667,n/a,n/a,50.0,23333.333,n/a,"{""carniv_zoo"": [""Chaetognatha eyecount""], ""copepods"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Skeletonema costatum"", ""Thalassionema nitzschioides"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Pseudo-nitzschia delicatissima complex""], ""fish_larvae"": [""Fish eggs (Total)""], ""holoplankton"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Chaetognatha eyecount"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens""], ""lg_phyto"": [""Pseudo-nitzschia delicatissima complex"", ""Thalassionema nitzschioides""], ""non_carniv_zoo"": [""Fish eggs (Total)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Skeletonema costatum"", ""Thalassionema nitzschioides"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Pseudo-nitzschia delicatissima complex""], ""phytoplankton"": [""Skeletonema costatum"", ""Thalassionema nitzschioides"", ""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp."", ""Pseudo-nitzschia delicatissima complex""], ""potentially_toxic/nuisance_diatoms"": [""Skeletonema costatum""], ""sm_copepods"": [""Oithona spp.""], ""sm_phyto"": [""Skeletonema costatum""]}"
